seed,acc,prec,recall
10724.0,0.782,0.721,0.71
10725.0,0.81,0.761,0.739
10726.0,0.793,0.735,0.725
10727.0,0.788,0.738,0.696
10728.0,0.793,0.735,0.725
10729.0,0.804,0.736,0.768
10730.0,0.788,0.731,0.71
10731.0,0.804,0.736,0.768
10732.0,0.793,0.735,0.725
10733.0,0.799,0.726,0.768
10734.0,0.804,0.743,0.754
10735.0,0.799,0.762,0.696
10736.0,0.793,0.722,0.754
10737.0,0.793,0.722,0.754
10738.0,0.804,0.75,0.739
10739.0,0.804,0.75,0.739
10740.0,0.788,0.738,0.696
10741.0,0.793,0.722,0.754
10742.0,0.793,0.75,0.696
10743.0,0.782,0.734,0.681
10744.0,0.804,0.75,0.739
10745.0,0.793,0.735,0.725
10746.0,0.81,0.761,0.739
10747.0,0.799,0.746,0.725
10748.0,0.799,0.739,0.739
10749.0,0.799,0.732,0.754
10750.0,0.788,0.731,0.71
10751.0,0.793,0.742,0.71
10752.0,0.799,0.732,0.754
10753.0,0.799,0.746,0.725
10754.0,0.799,0.746,0.725
10755.0,0.804,0.736,0.768
10756.0,0.793,0.735,0.725
10757.0,0.799,0.732,0.754
10758.0,0.81,0.761,0.739
10759.0,0.799,0.732,0.754
10760.0,0.799,0.746,0.725
10761.0,0.788,0.738,0.696
10762.0,0.804,0.75,0.739
10763.0,0.804,0.758,0.725
10764.0,0.799,0.746,0.725
10765.0,0.799,0.746,0.725
10766.0,0.788,0.731,0.71
10767.0,0.788,0.738,0.696
10768.0,0.799,0.732,0.754
10769.0,0.793,0.735,0.725
10770.0,0.799,0.739,0.739
10771.0,0.788,0.712,0.754
10772.0,0.788,0.725,0.725
10773.0,0.799,0.746,0.725
10774.0,0.788,0.738,0.696
10775.0,0.81,0.754,0.754
10776.0,0.799,0.746,0.725
10777.0,0.804,0.75,0.739
10778.0,0.804,0.736,0.768
10779.0,0.799,0.732,0.754
10780.0,0.782,0.721,0.71
10781.0,0.793,0.75,0.696
10782.0,0.799,0.754,0.71
10783.0,0.81,0.761,0.739
10784.0,0.799,0.732,0.754
10785.0,0.799,0.739,0.739
10786.0,0.81,0.746,0.768
10787.0,0.793,0.729,0.739
10788.0,0.793,0.722,0.754
10789.0,0.804,0.736,0.768
10790.0,0.804,0.75,0.739
10791.0,0.793,0.722,0.754
10792.0,0.804,0.766,0.71
10793.0,0.799,0.739,0.739
10794.0,0.799,0.754,0.71
10795.0,0.81,0.754,0.754
10796.0,0.793,0.729,0.739
10797.0,0.788,0.738,0.696
10798.0,0.81,0.761,0.739
10799.0,0.788,0.738,0.696
10800.0,0.799,0.746,0.725
10801.0,0.788,0.718,0.739
10802.0,0.799,0.739,0.739
10803.0,0.788,0.738,0.696
10804.0,0.804,0.75,0.739
10805.0,0.81,0.761,0.739
10806.0,0.799,0.746,0.725
10807.0,0.793,0.722,0.754
10808.0,0.793,0.729,0.739
10809.0,0.799,0.746,0.725
10810.0,0.793,0.75,0.696
10811.0,0.799,0.754,0.71
10812.0,0.81,0.746,0.768
10813.0,0.799,0.746,0.725
10814.0,0.799,0.732,0.754
10815.0,0.793,0.75,0.696
10816.0,0.804,0.736,0.768
10817.0,0.799,0.732,0.754
10818.0,0.788,0.731,0.71
10819.0,0.804,0.75,0.739
10820.0,0.799,0.754,0.71
10821.0,0.793,0.742,0.71
10822.0,0.81,0.746,0.768
10823.0,0.788,0.712,0.754
10824.0,0.793,0.735,0.725
10825.0,0.793,0.742,0.71
10826.0,0.804,0.758,0.725
10827.0,0.81,0.754,0.754
10828.0,0.782,0.714,0.725
10829.0,0.799,0.746,0.725
10830.0,0.804,0.758,0.725
10831.0,0.804,0.758,0.725
10832.0,0.799,0.739,0.739
10833.0,0.799,0.739,0.739
10834.0,0.804,0.743,0.754
10835.0,0.799,0.739,0.739
10836.0,0.788,0.725,0.725
10837.0,0.799,0.754,0.71
10838.0,0.804,0.736,0.768
10839.0,0.81,0.746,0.768
10840.0,0.788,0.725,0.725
10841.0,0.782,0.727,0.696
10842.0,0.804,0.758,0.725
10843.0,0.804,0.73,0.783
10844.0,0.799,0.739,0.739
10845.0,0.799,0.754,0.71
10846.0,0.793,0.742,0.71
10847.0,0.799,0.754,0.71
10848.0,0.799,0.746,0.725
10849.0,0.81,0.746,0.768
10850.0,0.799,0.726,0.768
10851.0,0.799,0.746,0.725
10852.0,0.804,0.75,0.739
10853.0,0.788,0.738,0.696
10854.0,0.782,0.721,0.71
10855.0,0.793,0.735,0.725
10856.0,0.793,0.742,0.71
10857.0,0.793,0.716,0.768
10858.0,0.804,0.743,0.754
10859.0,0.799,0.739,0.739
10860.0,0.804,0.736,0.768
10861.0,0.799,0.739,0.739
10862.0,0.793,0.722,0.754
10863.0,0.799,0.746,0.725
10864.0,0.799,0.726,0.768
10865.0,0.81,0.761,0.739
10866.0,0.799,0.746,0.725
10867.0,0.81,0.761,0.739
10868.0,0.816,0.765,0.754
10869.0,0.81,0.746,0.768
10870.0,0.799,0.726,0.768
10871.0,0.793,0.729,0.739
10872.0,0.799,0.726,0.768
10873.0,0.793,0.735,0.725
10874.0,0.793,0.722,0.754
10875.0,0.799,0.746,0.725
10876.0,0.81,0.754,0.754
10877.0,0.782,0.721,0.71
10878.0,0.793,0.729,0.739
10879.0,0.804,0.743,0.754
10880.0,0.799,0.726,0.768
10881.0,0.793,0.722,0.754
10882.0,0.799,0.732,0.754
10883.0,0.788,0.725,0.725
10884.0,0.799,0.739,0.739
10885.0,0.793,0.735,0.725
10886.0,0.793,0.722,0.754
10887.0,0.81,0.746,0.768
10888.0,0.793,0.742,0.71
10889.0,0.804,0.75,0.739
10890.0,0.81,0.761,0.739
10891.0,0.793,0.75,0.696
10892.0,0.788,0.725,0.725
10893.0,0.804,0.758,0.725
10894.0,0.793,0.742,0.71
10895.0,0.793,0.722,0.754
10896.0,0.804,0.736,0.768
10897.0,0.799,0.732,0.754
10898.0,0.788,0.731,0.71
10899.0,0.799,0.746,0.725
10900.0,0.81,0.761,0.739
10901.0,0.799,0.732,0.754
10902.0,0.788,0.738,0.696
10903.0,0.788,0.738,0.696
10904.0,0.793,0.735,0.725
10905.0,0.81,0.754,0.754
10906.0,0.788,0.718,0.739
10907.0,0.81,0.746,0.768
10908.0,0.81,0.761,0.739
10909.0,0.799,0.746,0.725
10910.0,0.799,0.739,0.739
10911.0,0.799,0.726,0.768
10912.0,0.804,0.736,0.768
10913.0,0.793,0.742,0.71
10914.0,0.81,0.761,0.739
10915.0,0.793,0.735,0.725
10916.0,0.799,0.746,0.725
10917.0,0.799,0.739,0.739
10918.0,0.788,0.725,0.725
10919.0,0.804,0.743,0.754
10920.0,0.804,0.758,0.725
10921.0,0.799,0.732,0.754
10922.0,0.793,0.729,0.739
10923.0,0.799,0.746,0.725
10924.0,0.799,0.746,0.725
10925.0,0.793,0.735,0.725
10926.0,0.793,0.735,0.725
10927.0,0.793,0.735,0.725
10928.0,0.782,0.721,0.71
10929.0,0.804,0.743,0.754
10930.0,0.799,0.732,0.754
10931.0,0.793,0.735,0.725
10932.0,0.799,0.726,0.768
10933.0,0.81,0.754,0.754
10934.0,0.793,0.735,0.725
10935.0,0.788,0.738,0.696
10936.0,0.804,0.75,0.739
10937.0,0.793,0.735,0.725
10938.0,0.799,0.754,0.71
10939.0,0.793,0.729,0.739
10940.0,0.793,0.722,0.754
10941.0,0.81,0.746,0.768
10942.0,0.804,0.766,0.71
10943.0,0.81,0.746,0.768
10944.0,0.799,0.739,0.739
10945.0,0.799,0.754,0.71
10946.0,0.793,0.735,0.725
10947.0,0.81,0.769,0.725
10948.0,0.799,0.746,0.725
10949.0,0.793,0.742,0.71
10950.0,0.804,0.758,0.725
10951.0,0.799,0.732,0.754
10952.0,0.799,0.754,0.71
10953.0,0.81,0.761,0.739
10954.0,0.799,0.732,0.754
10955.0,0.799,0.746,0.725
10956.0,0.788,0.725,0.725
10957.0,0.799,0.746,0.725
10958.0,0.804,0.743,0.754
10959.0,0.804,0.766,0.71
10960.0,0.793,0.742,0.71
10961.0,0.804,0.736,0.768
10962.0,0.788,0.725,0.725
10963.0,0.777,0.716,0.696
10964.0,0.793,0.735,0.725
10965.0,0.799,0.726,0.768
10966.0,0.799,0.732,0.754
10967.0,0.793,0.735,0.725
10968.0,0.799,0.754,0.71
10969.0,0.81,0.769,0.725
10970.0,0.788,0.712,0.754
10971.0,0.799,0.739,0.739
10972.0,0.799,0.746,0.725
10973.0,0.793,0.735,0.725
10974.0,0.793,0.729,0.739
10975.0,0.788,0.725,0.725
10976.0,0.788,0.738,0.696
10977.0,0.804,0.743,0.754
10978.0,0.793,0.729,0.739
10979.0,0.804,0.736,0.768
10980.0,0.799,0.739,0.739
10981.0,0.793,0.75,0.696
10982.0,0.782,0.742,0.667
10983.0,0.804,0.743,0.754
10984.0,0.81,0.754,0.754
10985.0,0.793,0.742,0.71
10986.0,0.782,0.721,0.71
10987.0,0.799,0.739,0.739
10988.0,0.799,0.732,0.754
10989.0,0.81,0.761,0.739
10990.0,0.804,0.743,0.754
10991.0,0.804,0.766,0.71
10992.0,0.788,0.738,0.696
10993.0,0.793,0.722,0.754
10994.0,0.804,0.736,0.768
10995.0,0.793,0.742,0.71
10996.0,0.799,0.746,0.725
10997.0,0.816,0.773,0.739
10998.0,0.799,0.732,0.754
10999.0,0.804,0.743,0.754
11000.0,0.799,0.726,0.768
11001.0,0.804,0.758,0.725
11002.0,0.793,0.729,0.739
11003.0,0.81,0.769,0.725
11004.0,0.793,0.735,0.725
11005.0,0.799,0.746,0.725
11006.0,0.793,0.722,0.754
11007.0,0.799,0.732,0.754
11008.0,0.804,0.75,0.739
11009.0,0.804,0.75,0.739
11010.0,0.793,0.722,0.754
11011.0,0.799,0.732,0.754
11012.0,0.816,0.757,0.768
11013.0,0.804,0.75,0.739
11014.0,0.804,0.736,0.768
11015.0,0.804,0.75,0.739
11016.0,0.799,0.726,0.768
11017.0,0.799,0.726,0.768
11018.0,0.804,0.758,0.725
11019.0,0.816,0.773,0.739
11020.0,0.793,0.722,0.754
11021.0,0.793,0.742,0.71
11022.0,0.793,0.742,0.71
11023.0,0.788,0.731,0.71
11024.0,0.793,0.722,0.754
11025.0,0.793,0.75,0.696
11026.0,0.804,0.766,0.71
11027.0,0.799,0.746,0.725
11028.0,0.81,0.754,0.754
11029.0,0.804,0.736,0.768
11030.0,0.788,0.712,0.754
11031.0,0.804,0.736,0.768
11032.0,0.788,0.725,0.725
11033.0,0.81,0.769,0.725
11034.0,0.799,0.746,0.725
11035.0,0.793,0.735,0.725
11036.0,0.793,0.742,0.71
11037.0,0.799,0.762,0.696
11038.0,0.799,0.732,0.754
11039.0,0.81,0.769,0.725
11040.0,0.793,0.729,0.739
11041.0,0.777,0.723,0.681
11042.0,0.799,0.754,0.71
11043.0,0.804,0.736,0.768
11044.0,0.793,0.729,0.739
11045.0,0.782,0.727,0.696
11046.0,0.793,0.75,0.696
11047.0,0.799,0.746,0.725
11048.0,0.804,0.75,0.739
11049.0,0.804,0.75,0.739
11050.0,0.81,0.746,0.768
11051.0,0.793,0.722,0.754
11052.0,0.81,0.761,0.739
11053.0,0.804,0.743,0.754
11054.0,0.799,0.739,0.739
11055.0,0.793,0.729,0.739
11056.0,0.804,0.736,0.768
11057.0,0.799,0.732,0.754
11058.0,0.804,0.75,0.739
11059.0,0.804,0.758,0.725
11060.0,0.81,0.746,0.768
11061.0,0.793,0.742,0.71
11062.0,0.793,0.75,0.696
11063.0,0.788,0.731,0.71
11064.0,0.799,0.739,0.739
11065.0,0.804,0.758,0.725
11066.0,0.799,0.726,0.768
11067.0,0.804,0.75,0.739
11068.0,0.804,0.743,0.754
11069.0,0.782,0.742,0.667
11070.0,0.799,0.726,0.768
11071.0,0.782,0.742,0.667
11072.0,0.788,0.738,0.696
11073.0,0.793,0.735,0.725
11074.0,0.793,0.735,0.725
11075.0,0.81,0.769,0.725
11076.0,0.799,0.739,0.739
11077.0,0.788,0.738,0.696
11078.0,0.788,0.738,0.696
11079.0,0.788,0.738,0.696
11080.0,0.799,0.754,0.71
11081.0,0.782,0.727,0.696
11082.0,0.799,0.732,0.754
11083.0,0.782,0.727,0.696
11084.0,0.81,0.761,0.739
11085.0,0.804,0.736,0.768
11086.0,0.81,0.746,0.768
11087.0,0.804,0.75,0.739
11088.0,0.799,0.732,0.754
11089.0,0.81,0.74,0.783
11090.0,0.799,0.732,0.754
11091.0,0.799,0.746,0.725
11092.0,0.788,0.738,0.696
11093.0,0.799,0.732,0.754
11094.0,0.799,0.754,0.71
11095.0,0.782,0.703,0.754
11096.0,0.793,0.75,0.696
11097.0,0.788,0.738,0.696
11098.0,0.81,0.746,0.768
11099.0,0.81,0.761,0.739
11100.0,0.799,0.732,0.754
11101.0,0.793,0.722,0.754
11102.0,0.804,0.75,0.739
11103.0,0.804,0.743,0.754
11104.0,0.788,0.725,0.725
11105.0,0.804,0.743,0.754
11106.0,0.799,0.732,0.754
11107.0,0.799,0.746,0.725
11108.0,0.782,0.714,0.725
11109.0,0.799,0.746,0.725
11110.0,0.804,0.743,0.754
11111.0,0.788,0.746,0.681
11112.0,0.804,0.75,0.739
11113.0,0.799,0.739,0.739
11114.0,0.804,0.75,0.739
11115.0,0.804,0.743,0.754
11116.0,0.799,0.732,0.754
11117.0,0.793,0.722,0.754
11118.0,0.799,0.739,0.739
11119.0,0.793,0.722,0.754
11120.0,0.799,0.732,0.754
11121.0,0.793,0.735,0.725
11122.0,0.804,0.736,0.768
11123.0,0.804,0.758,0.725
11124.0,0.799,0.746,0.725
11125.0,0.799,0.732,0.754
11126.0,0.799,0.754,0.71
11127.0,0.799,0.746,0.725
11128.0,0.799,0.746,0.725
11129.0,0.799,0.732,0.754
11130.0,0.799,0.754,0.71
11131.0,0.799,0.732,0.754
11132.0,0.799,0.754,0.71
11133.0,0.793,0.742,0.71
11134.0,0.788,0.738,0.696
11135.0,0.793,0.735,0.725
11136.0,0.793,0.758,0.681
11137.0,0.788,0.718,0.739
11138.0,0.81,0.746,0.768
11139.0,0.799,0.732,0.754
11140.0,0.782,0.708,0.739
11141.0,0.799,0.739,0.739
11142.0,0.804,0.758,0.725
11143.0,0.804,0.758,0.725
11144.0,0.788,0.725,0.725
11145.0,0.799,0.746,0.725
11146.0,0.804,0.758,0.725
11147.0,0.804,0.758,0.725
11148.0,0.799,0.732,0.754
11149.0,0.799,0.746,0.725
11150.0,0.793,0.735,0.725
11151.0,0.804,0.75,0.739
11152.0,0.81,0.761,0.739
11153.0,0.799,0.732,0.754
11154.0,0.804,0.758,0.725
11155.0,0.793,0.729,0.739
11156.0,0.799,0.746,0.725
11157.0,0.799,0.746,0.725
11158.0,0.788,0.731,0.71
11159.0,0.793,0.75,0.696
11160.0,0.793,0.742,0.71
11161.0,0.804,0.743,0.754
11162.0,0.793,0.722,0.754
11163.0,0.788,0.712,0.754
11164.0,0.799,0.732,0.754
11165.0,0.804,0.758,0.725
11166.0,0.804,0.736,0.768
11167.0,0.799,0.732,0.754
11168.0,0.804,0.758,0.725
11169.0,0.793,0.735,0.725
11170.0,0.793,0.75,0.696
11171.0,0.799,0.739,0.739
11172.0,0.804,0.743,0.754
11173.0,0.804,0.743,0.754
11174.0,0.793,0.735,0.725
11175.0,0.799,0.739,0.739
11176.0,0.799,0.739,0.739
11177.0,0.804,0.758,0.725
11178.0,0.799,0.746,0.725
11179.0,0.799,0.746,0.725
11180.0,0.816,0.773,0.739
11181.0,0.799,0.726,0.768
11182.0,0.804,0.736,0.768
11183.0,0.799,0.732,0.754
11184.0,0.81,0.746,0.768
11185.0,0.799,0.739,0.739
11186.0,0.804,0.743,0.754
11187.0,0.816,0.757,0.768
11188.0,0.799,0.754,0.71
11189.0,0.799,0.732,0.754
11190.0,0.793,0.722,0.754
11191.0,0.782,0.734,0.681
11192.0,0.799,0.746,0.725
11193.0,0.799,0.746,0.725
11194.0,0.793,0.735,0.725
11195.0,0.804,0.758,0.725
11196.0,0.799,0.754,0.71
11197.0,0.804,0.75,0.739
11198.0,0.788,0.725,0.725
11199.0,0.788,0.738,0.696
11200.0,0.788,0.725,0.725
11201.0,0.788,0.738,0.696
11202.0,0.788,0.738,0.696
11203.0,0.788,0.746,0.681
11204.0,0.799,0.732,0.754
11205.0,0.81,0.746,0.768
11206.0,0.804,0.736,0.768
11207.0,0.788,0.731,0.71
11208.0,0.793,0.735,0.725
11209.0,0.804,0.736,0.768
11210.0,0.793,0.729,0.739
11211.0,0.782,0.727,0.696
11212.0,0.804,0.736,0.768
11213.0,0.799,0.726,0.768
11214.0,0.799,0.746,0.725
11215.0,0.799,0.739,0.739
11216.0,0.804,0.743,0.754
11217.0,0.793,0.722,0.754
11218.0,0.793,0.722,0.754
11219.0,0.799,0.746,0.725
11220.0,0.793,0.729,0.739
11221.0,0.788,0.725,0.725
11222.0,0.81,0.746,0.768
11223.0,0.799,0.762,0.696
11224.0,0.788,0.746,0.681
11225.0,0.799,0.732,0.754
11226.0,0.81,0.761,0.739
11227.0,0.799,0.732,0.754
11228.0,0.793,0.735,0.725
11229.0,0.804,0.758,0.725
11230.0,0.788,0.731,0.71
11231.0,0.804,0.75,0.739
11232.0,0.804,0.75,0.739
11233.0,0.788,0.725,0.725
11234.0,0.799,0.739,0.739
11235.0,0.788,0.718,0.739
11236.0,0.782,0.734,0.681
11237.0,0.793,0.75,0.696
11238.0,0.793,0.742,0.71
11239.0,0.81,0.746,0.768
11240.0,0.799,0.746,0.725
11241.0,0.793,0.75,0.696
11242.0,0.793,0.735,0.725
11243.0,0.793,0.758,0.681
11244.0,0.788,0.725,0.725
11245.0,0.81,0.746,0.768
11246.0,0.799,0.762,0.696
11247.0,0.81,0.761,0.739
11248.0,0.804,0.75,0.739
11249.0,0.799,0.746,0.725
11250.0,0.816,0.773,0.739
11251.0,0.793,0.735,0.725
11252.0,0.793,0.722,0.754
11253.0,0.782,0.742,0.667
11254.0,0.788,0.731,0.71
11255.0,0.799,0.726,0.768
11256.0,0.799,0.754,0.71
11257.0,0.81,0.754,0.754
11258.0,0.793,0.722,0.754
11259.0,0.804,0.75,0.739
11260.0,0.81,0.769,0.725
11261.0,0.793,0.75,0.696
11262.0,0.81,0.761,0.739
11263.0,0.799,0.732,0.754
11264.0,0.804,0.73,0.783
11265.0,0.81,0.746,0.768
11266.0,0.788,0.725,0.725
11267.0,0.804,0.75,0.739
11268.0,0.777,0.716,0.696
11269.0,0.804,0.736,0.768
11270.0,0.804,0.736,0.768
11271.0,0.804,0.743,0.754
11272.0,0.799,0.732,0.754
11273.0,0.804,0.736,0.768
11274.0,0.793,0.735,0.725
11275.0,0.816,0.773,0.739
11276.0,0.804,0.758,0.725
11277.0,0.804,0.75,0.739
11278.0,0.782,0.714,0.725
11279.0,0.788,0.725,0.725
11280.0,0.81,0.754,0.754
11281.0,0.799,0.746,0.725
11282.0,0.799,0.739,0.739
11283.0,0.799,0.732,0.754
11284.0,0.799,0.746,0.725
11285.0,0.799,0.739,0.739
11286.0,0.81,0.746,0.768
11287.0,0.782,0.742,0.667
11288.0,0.793,0.729,0.739
11289.0,0.793,0.735,0.725
11290.0,0.81,0.746,0.768
11291.0,0.81,0.761,0.739
11292.0,0.788,0.725,0.725
11293.0,0.788,0.738,0.696
11294.0,0.799,0.746,0.725
11295.0,0.799,0.746,0.725
11296.0,0.804,0.736,0.768
11297.0,0.804,0.75,0.739
11298.0,0.799,0.746,0.725
11299.0,0.804,0.73,0.783
11300.0,0.81,0.761,0.739
11301.0,0.81,0.754,0.754
11302.0,0.799,0.746,0.725
11303.0,0.81,0.761,0.739
11304.0,0.804,0.758,0.725
11305.0,0.793,0.742,0.71
11306.0,0.799,0.739,0.739
11307.0,0.793,0.729,0.739
11308.0,0.799,0.746,0.725
11309.0,0.788,0.725,0.725
11310.0,0.793,0.735,0.725
11311.0,0.81,0.761,0.739
11312.0,0.788,0.746,0.681
11313.0,0.788,0.746,0.681
11314.0,0.804,0.736,0.768
11315.0,0.81,0.746,0.768
11316.0,0.793,0.742,0.71
11317.0,0.804,0.743,0.754
11318.0,0.799,0.739,0.739
11319.0,0.81,0.778,0.71
11320.0,0.799,0.732,0.754
11321.0,0.799,0.746,0.725
11322.0,0.799,0.762,0.696
11323.0,0.793,0.75,0.696
11324.0,0.804,0.736,0.768
11325.0,0.788,0.738,0.696
11326.0,0.788,0.718,0.739
11327.0,0.782,0.714,0.725
11328.0,0.788,0.725,0.725
11329.0,0.804,0.758,0.725
11330.0,0.804,0.758,0.725
11331.0,0.793,0.722,0.754
11332.0,0.81,0.769,0.725
11333.0,0.799,0.732,0.754
11334.0,0.788,0.746,0.681
11335.0,0.799,0.726,0.768
11336.0,0.804,0.758,0.725
11337.0,0.804,0.743,0.754
11338.0,0.799,0.746,0.725
11339.0,0.816,0.773,0.739
11340.0,0.799,0.746,0.725
11341.0,0.81,0.761,0.739
11342.0,0.782,0.727,0.696
11343.0,0.793,0.75,0.696
11344.0,0.793,0.742,0.71
11345.0,0.793,0.75,0.696
11346.0,0.793,0.722,0.754
11347.0,0.799,0.746,0.725
11348.0,0.799,0.726,0.768
11349.0,0.799,0.746,0.725
11350.0,0.81,0.761,0.739
11351.0,0.793,0.75,0.696
11352.0,0.804,0.75,0.739
11353.0,0.788,0.738,0.696
11354.0,0.81,0.754,0.754
11355.0,0.799,0.732,0.754
11356.0,0.799,0.739,0.739
11357.0,0.788,0.725,0.725
11358.0,0.799,0.754,0.71
11359.0,0.799,0.732,0.754
11360.0,0.793,0.75,0.696
11361.0,0.799,0.754,0.71
11362.0,0.804,0.743,0.754
11363.0,0.804,0.758,0.725
11364.0,0.793,0.735,0.725
11365.0,0.788,0.725,0.725
11366.0,0.793,0.735,0.725
11367.0,0.788,0.738,0.696
11368.0,0.799,0.746,0.725
11369.0,0.804,0.75,0.739
11370.0,0.788,0.725,0.725
11371.0,0.793,0.722,0.754
11372.0,0.793,0.75,0.696
11373.0,0.81,0.746,0.768
11374.0,0.799,0.739,0.739
11375.0,0.799,0.739,0.739
11376.0,0.788,0.725,0.725
11377.0,0.782,0.742,0.667
11378.0,0.799,0.739,0.739
11379.0,0.782,0.727,0.696
11380.0,0.81,0.761,0.739
11381.0,0.782,0.727,0.696
11382.0,0.793,0.735,0.725
11383.0,0.793,0.729,0.739
11384.0,0.81,0.761,0.739
11385.0,0.799,0.739,0.739
11386.0,0.793,0.729,0.739
11387.0,0.788,0.725,0.725
11388.0,0.799,0.746,0.725
11389.0,0.782,0.727,0.696
11390.0,0.799,0.739,0.739
11391.0,0.793,0.75,0.696
11392.0,0.799,0.732,0.754
11393.0,0.788,0.738,0.696
11394.0,0.799,0.762,0.696
11395.0,0.799,0.732,0.754
11396.0,0.793,0.75,0.696
11397.0,0.793,0.742,0.71
11398.0,0.804,0.743,0.754
11399.0,0.816,0.773,0.739
11400.0,0.793,0.735,0.725
11401.0,0.793,0.742,0.71
11402.0,0.788,0.738,0.696
11403.0,0.793,0.722,0.754
11404.0,0.793,0.729,0.739
11405.0,0.799,0.746,0.725
11406.0,0.81,0.746,0.768
11407.0,0.782,0.727,0.696
11408.0,0.793,0.729,0.739
11409.0,0.804,0.75,0.739
11410.0,0.799,0.746,0.725
11411.0,0.799,0.739,0.739
11412.0,0.782,0.714,0.725
11413.0,0.799,0.746,0.725
11414.0,0.804,0.758,0.725
11415.0,0.788,0.738,0.696
11416.0,0.804,0.743,0.754
11417.0,0.793,0.75,0.696
11418.0,0.793,0.722,0.754
11419.0,0.793,0.75,0.696
11420.0,0.793,0.735,0.725
11421.0,0.777,0.71,0.71
11422.0,0.816,0.757,0.768
11423.0,0.793,0.735,0.725
11424.0,0.804,0.743,0.754
11425.0,0.793,0.735,0.725
11426.0,0.782,0.721,0.71
11427.0,0.804,0.743,0.754
11428.0,0.788,0.718,0.739
11429.0,0.81,0.761,0.739
11430.0,0.799,0.739,0.739
11431.0,0.804,0.736,0.768
11432.0,0.804,0.75,0.739
11433.0,0.793,0.729,0.739
11434.0,0.799,0.754,0.71
11435.0,0.793,0.722,0.754
11436.0,0.804,0.75,0.739
11437.0,0.793,0.722,0.754
11438.0,0.804,0.75,0.739
11439.0,0.788,0.725,0.725
11440.0,0.793,0.722,0.754
11441.0,0.804,0.736,0.768
11442.0,0.799,0.732,0.754
11443.0,0.793,0.735,0.725
11444.0,0.799,0.732,0.754
11445.0,0.799,0.754,0.71
11446.0,0.799,0.739,0.739
11447.0,0.799,0.739,0.739
11448.0,0.782,0.742,0.667
11449.0,0.804,0.758,0.725
11450.0,0.799,0.739,0.739
11451.0,0.804,0.75,0.739
11452.0,0.804,0.75,0.739
11453.0,0.804,0.736,0.768
11454.0,0.788,0.731,0.71
11455.0,0.804,0.758,0.725
11456.0,0.816,0.757,0.768
11457.0,0.788,0.731,0.71
11458.0,0.81,0.761,0.739
11459.0,0.788,0.725,0.725
11460.0,0.81,0.761,0.739
11461.0,0.793,0.735,0.725
11462.0,0.793,0.722,0.754
11463.0,0.804,0.75,0.739
11464.0,0.793,0.722,0.754
11465.0,0.793,0.75,0.696
11466.0,0.804,0.758,0.725
11467.0,0.81,0.746,0.768
11468.0,0.804,0.736,0.768
11469.0,0.793,0.75,0.696
11470.0,0.793,0.729,0.739
11471.0,0.788,0.731,0.71
11472.0,0.799,0.746,0.725
11473.0,0.793,0.735,0.725
11474.0,0.799,0.739,0.739
11475.0,0.799,0.732,0.754
11476.0,0.799,0.746,0.725
11477.0,0.799,0.726,0.768
11478.0,0.804,0.758,0.725
11479.0,0.799,0.746,0.725
11480.0,0.804,0.75,0.739
11481.0,0.788,0.738,0.696
11482.0,0.799,0.746,0.725
11483.0,0.793,0.75,0.696
11484.0,0.793,0.729,0.739
11485.0,0.804,0.75,0.739
11486.0,0.804,0.736,0.768
11487.0,0.793,0.722,0.754
11488.0,0.804,0.75,0.739
11489.0,0.799,0.732,0.754
11490.0,0.81,0.761,0.739
11491.0,0.81,0.761,0.739
11492.0,0.793,0.742,0.71
11493.0,0.804,0.758,0.725
11494.0,0.782,0.727,0.696
11495.0,0.804,0.743,0.754
11496.0,0.788,0.731,0.71
11497.0,0.81,0.746,0.768
11498.0,0.81,0.746,0.768
11499.0,0.804,0.736,0.768
11500.0,0.81,0.761,0.739
11501.0,0.804,0.75,0.739
11502.0,0.793,0.729,0.739
11503.0,0.804,0.75,0.739
11504.0,0.804,0.736,0.768
11505.0,0.782,0.734,0.681
11506.0,0.788,0.725,0.725
11507.0,0.788,0.731,0.71
11508.0,0.799,0.732,0.754
11509.0,0.782,0.721,0.71
11510.0,0.788,0.738,0.696
11511.0,0.804,0.758,0.725
11512.0,0.804,0.75,0.739
11513.0,0.799,0.746,0.725
11514.0,0.788,0.718,0.739
11515.0,0.799,0.726,0.768
11516.0,0.782,0.721,0.71
11517.0,0.782,0.727,0.696
11518.0,0.788,0.746,0.681
11519.0,0.793,0.742,0.71
11520.0,0.804,0.743,0.754
11521.0,0.793,0.722,0.754
11522.0,0.793,0.735,0.725
11523.0,0.799,0.739,0.739
11524.0,0.793,0.742,0.71
11525.0,0.804,0.736,0.768
11526.0,0.788,0.738,0.696
11527.0,0.793,0.742,0.71
11528.0,0.804,0.758,0.725
11529.0,0.804,0.743,0.754
11530.0,0.793,0.758,0.681
11531.0,0.799,0.746,0.725
11532.0,0.804,0.743,0.754
11533.0,0.793,0.729,0.739
11534.0,0.777,0.73,0.667
11535.0,0.799,0.739,0.739
11536.0,0.799,0.746,0.725
11537.0,0.793,0.735,0.725
11538.0,0.804,0.766,0.71
11539.0,0.788,0.731,0.71
11540.0,0.788,0.731,0.71
11541.0,0.81,0.761,0.739
11542.0,0.793,0.742,0.71
11543.0,0.788,0.738,0.696
11544.0,0.799,0.732,0.754
11545.0,0.799,0.739,0.739
